OrderID,ShipmentDate,EstimatedDelivery,ActualDelivery,DestinationCountry,ShippingCost,LogisticProvider
169,2021-12-22 09:14:23,9,10,Tajikistan,25.65086152260676,UPS
170,2022-09-14 04:31:27,10,18,Bolivia,83.33454571809577,DHL
171,2021-03-04 12:40:24,12,10,Eritrea,96.22606623371168,UPS
172,2023-05-03 16:09:17,12,6,Cayman Islands,70.54291827828854,FedEx
173,2021-03-18 06:51:18,13,12,Guam,40.677906401060184,DHL
174,2021-03-30 14:20:14,10,6,Cyprus,79.24269482708524,FedEx
175,2023-12-10 11:51:14,3,4,Oman,85.27083218954353,DHL
176,2022-06-17 12:17:52,6,12,Niue,82.54210017030422,FedEx
177,2021-11-17 21:57:57,10,12,Serbia,82.31689294748075,FedEx
178,2023-01-30 05:26:51,7,19,Barbados,32.050928862435626,UPS
179,2021-08-16 12:22:44,11,19,Montserrat,88.65425265281144,DHL
180,2023-07-20 19:51:19,3,14,Slovakia (Slovak Republic),13.391180654395436,Local Courier
181,2023-10-30 20:00:36,4,7,Guam,56.771836426951964,FedEx
182,2021-02-18 02:00:15,6,6,Barbados,18.772952311402676,UPS
183,2022-01-21 22:34:46,6,3,Eritrea,31.62757210488555,DHL
184,2022-02-11 17:29:11,11,6,Germany,33.674915548057854,FedEx
185,2021-01-03 00:49:52,9,15,Guinea,64.74179540227038,FedEx
186,2021-11-09 15:09:01,14,7,Ghana,63.6757263451758,UPS
187,2022-11-06 02:50:21,12,16,Botswana,70.35074149067572,UPS
188,2021-05-03 02:52:25,3,10,Kazakhstan,56.08146538316365,UPS
189,2021-04-28 06:18:03,14,4,Indonesia,64.74023172264324,DHL
190,2021-11-24 17:20:45,5,18,Comoros,92.26302997511246,FedEx
191,2023-10-31 21:19:49,10,4,Denmark,93.71042858565532,DHL
192,2022-01-13 06:07:16,4,8,Niue,90.92479835685056,FedEx
193,2021-07-04 18:52:48,3,12,Brunei Darussalam,19.159838298489476,UPS
194,2022-12-13 02:12:09,13,6,Botswana,77.59006274021448,DHL
195,2021-09-24 18:30:40,7,10,Azerbaijan,55.23200249331334,DHL
196,2021-02-15 05:01:09,7,8,Lao People's Democratic Republic,39.726826746600736,DHL
197,2023-11-27 05:18:06,11,4,Cameroon,31.830701348382597,DHL
198,2022-10-14 09:54:05,10,16,Brazil,32.21591991367491,DHL
199,2021-04-12 12:39:45,12,6,Honduras,51.3976779396637,FedEx
200,2022-06-27 14:40:14,3,19,Angola,15.965584435571778,DHL
201,2021-09-05 22:25:29,5,7,Solomon Islands,24.63087917217996,FedEx
202,2023-04-16 20:55:19,6,17,Cape Verde,75.04280225141095,DHL
203,2022-05-03 05:29:27,3,3,Burkina Faso,35.77840621296454,UPS
204,2023-02-10 02:06:29,12,19,Qatar,60.18653236143995,DHL
205,2023-02-12 07:24:47,7,5,Pakistan,50.336473394579485,Local Courier
206,2021-09-25 10:40:49,12,6,Libyan Arab Jamahiriya,25.511039418058523,DHL
207,2021-01-07 05:02:25,14,10,Norfolk Island,81.99706711638652,UPS
208,2023-04-23 15:52:10,10,16,Gibraltar,25.007215011251255,FedEx
209,2022-08-13 18:23:17,8,18,Anguilla,71.23001331855662,DHL
210,2022-06-24 19:42:50,3,7,Egypt,84.90831965576044,FedEx
211,2021-12-11 15:32:18,13,10,Jordan,29.647821203883687,UPS
212,2023-05-07 07:47:20,12,5,Antarctica (the territory South of 60 deg S),41.83887439612637,Local Courier
213,2022-01-18 10:46:47,3,15,Fiji,10.302764994016533,UPS
214,2021-08-10 14:29:47,8,14,Gabon,91.94994889148688,DHL
215,2021-05-04 11:33:29,12,5,Bahamas,59.20918303905444,Local Courier
216,2023-10-03 07:18:03,12,12,Christmas Island,72.61894104631867,DHL
217,2023-07-11 09:19:23,13,5,Iceland,76.33607621615194,UPS
218,2023-07-30 21:21:47,7,16,Saint Pierre and Miquelon,99.43924006402759,UPS
219,2022-09-05 15:25:23,10,16,Mongolia,10.704706485529234,Local Courier
220,2022-09-01 06:29:07,5,18,Sweden,55.78803359570544,DHL
221,2022-12-05 15:21:30,10,18,Cuba,77.54325316876923,DHL
222,2023-01-29 02:23:22,8,10,Norfolk Island,96.72081862913925,DHL
223,2023-07-12 18:07:14,12,7,Mongolia,65.13525898926353,Local Courier
224,2022-07-25 22:14:07,5,13,Cocos (Keeling) Islands,83.30639827205916,FedEx
225,2023-05-14 07:31:03,7,10,Malta,25.742495790076184,DHL
226,2022-04-13 11:50:37,13,14,Senegal,21.60424997958968,Local Courier
227,2022-07-05 22:07:15,9,13,Fiji,75.6961709402434,Local Courier
228,2021-01-16 16:57:59,5,3,Aruba,57.71296851882759,FedEx
229,2023-10-26 01:51:47,10,11,Central African Republic,94.54273761136503,DHL
230,2021-05-02 05:43:37,7,16,Finland,11.341652606446555,FedEx
231,2023-02-13 23:00:40,8,12,Honduras,34.15160816588494,DHL
232,2023-09-08 08:15:34,13,11,Norfolk Island,30.889613706209747,DHL
233,2022-06-25 18:58:17,3,14,Argentina,66.0036280151102,FedEx
234,2023-07-18 04:04:45,13,19,Maldives,21.434260622638128,FedEx
235,2022-11-02 00:35:15,3,14,Gambia,19.65142303822243,DHL
236,2023-04-19 21:07:25,12,6,Macao,52.55020713767032,DHL
237,2021-10-18 19:41:10,6,12,Lebanon,45.29145150111402,DHL
238,2022-07-29 09:02:47,5,10,Sri Lanka,34.704587024343255,FedEx
239,2023-04-01 12:16:30,12,11,Chad,90.40326212181772,Local Courier
240,2023-03-29 19:52:53,13,15,Ghana,25.309203240147156,UPS
241,2023-08-23 01:31:33,4,11,Mayotte,21.303078359837766,Local Courier
242,2022-06-02 16:55:43,4,7,Gambia,42.66667717386187,Local Courier
243,2021-01-10 18:52:01,6,16,Grenada,56.87849129194325,Local Courier
244,2021-11-20 04:48:31,9,18,Dominican Republic,32.08793895185129,DHL
245,2022-03-18 05:31:29,11,14,Cayman Islands,82.57521682160507,DHL
246,2021-04-08 04:53:30,7,9,Korea,69.96728580979816,DHL
247,2022-01-18 07:26:34,6,9,United Kingdom,56.3504460519691,UPS
248,2021-02-04 18:28:04,7,7,Hungary,51.204802109649904,FedEx
249,2021-06-08 22:04:59,12,11,Sudan,18.303661778942434,FedEx
250,2021-08-03 23:40:50,14,5,Montserrat,28.129933498640668,Local Courier
251,2023-05-06 00:37:36,6,10,Timor-Leste,93.67602003418129,DHL
252,2022-03-07 04:56:11,3,10,United Kingdom,43.592923457518346,DHL
253,2023-08-31 06:26:15,9,17,Gambia,25.49133171469348,DHL
254,2023-11-28 21:22:25,4,15,Saint Lucia,70.15488717484857,FedEx
255,2022-01-15 22:17:39,9,15,Oman,43.44294493348909,DHL
256,2023-02-21 18:09:48,14,5,Grenada,98.97692949066078,DHL
257,2023-02-24 13:34:52,10,12,Botswana,75.9613570019107,FedEx
258,2022-11-22 10:23:50,8,3,South Africa,80.95618137768145,FedEx
259,2022-06-24 16:12:35,8,18,Montserrat,47.043373664674924,UPS
260,2022-07-23 21:55:28,14,9,Italy,81.62884591736122,FedEx
261,2023-06-16 21:00:39,10,3,Serbia,69.27063540551961,FedEx
262,2021-04-24 01:11:04,5,16,Slovenia,43.784962238381155,UPS
263,2021-01-31 02:14:50,6,8,Turkmenistan,29.676780109731748,FedEx
264,2022-06-23 01:57:49,5,4,Pitcairn Islands,57.81416599568005,DHL
265,2022-12-25 11:36:43,13,13,Austria,69.89266397887573,DHL
266,2022-05-11 00:13:33,10,14,Palau,66.74443421802445,DHL
267,2021-03-22 05:24:12,12,4,Serbia,20.831566045022996,FedEx
268,2021-11-22 15:08:17,5,14,Angola,44.53528903400371,FedEx
269,2021-07-04 07:28:11,9,19,Latvia,65.3989803118049,DHL
270,2022-02-13 00:11:18,13,3,Andorra,51.80876897569456,FedEx
271,2021-06-19 00:11:02,13,15,Gabon,46.904107495904846,FedEx
272,2022-10-12 10:06:10,3,16,Saudi Arabia,90.89169942502022,DHL
273,2023-05-15 21:23:42,13,3,Qatar,73.43967445809113,UPS
274,2022-01-30 13:41:08,12,19,United Kingdom,49.925691916372976,UPS
275,2023-01-06 22:54:20,3,17,British Indian Ocean Territory (Chagos Archipelago),23.556597130036508,UPS
276,2022-06-17 12:05:51,9,15,Guernsey,25.882245217356072,FedEx
277,2023-03-24 03:43:00,4,17,Jamaica,76.2534207073754,FedEx
278,2021-03-19 02:13:22,9,6,Armenia,30.403765632081765,Local Courier
279,2022-03-22 04:07:12,13,8,Saint Vincent and the Grenadines,58.27093010324074,DHL
280,2023-10-04 22:26:40,9,4,Eritrea,32.29913198882076,DHL
281,2021-08-18 16:22:40,6,13,Namibia,11.05748888819051,FedEx
282,2023-06-23 14:06:57,9,3,Croatia,34.308626704581734,Local Courier
283,2021-11-18 12:27:10,14,5,Barbados,58.080121425806745,FedEx
284,2021-06-29 13:52:48,12,6,Central African Republic,81.36951768653007,DHL
285,2021-05-28 21:16:01,3,12,South Africa,32.42772614423984,DHL
286,2022-01-26 03:14:16,4,10,Saint Lucia,93.59992851947165,DHL
287,2023-06-24 20:09:27,12,4,Saint Kitts and Nevis,72.5608200520356,FedEx
288,2021-04-01 02:11:07,12,5,Bhutan,59.196434115277015,FedEx
289,2021-10-29 08:35:20,3,14,Congo,32.99987303141812,DHL
290,2023-02-17 16:28:10,8,15,United States of America,21.840506596246193,DHL
291,2023-09-14 18:53:03,8,11,Paraguay,27.60855976827513,DHL
292,2022-10-16 08:57:42,8,13,Saint Barthelemy,90.83543046409906,UPS
293,2022-05-19 00:52:39,11,17,Falkland Islands (Malvinas),89.55194370673043,DHL
294,2023-04-05 14:43:26,5,9,India,38.28409431881131,DHL
295,2023-05-18 19:54:28,6,8,Sweden,53.35983890160842,Local Courier
296,2021-02-11 01:56:31,13,12,Svalbard & Jan Mayen Islands,45.34210995424504,FedEx
297,2022-06-05 15:38:24,4,18,Algeria,86.20963910796371,DHL
298,2022-10-22 13:02:01,6,10,Iran,96.42917260866794,DHL
299,2023-08-27 05:01:09,5,10,Ecuador,14.952935224211291,DHL
300,2021-05-11 11:45:06,9,13,Anguilla,35.55386914629704,DHL
301,2023-01-07 10:44:52,12,8,Comoros,78.6548801541124,FedEx
302,2023-01-05 17:17:39,13,15,United States Minor Outlying Islands,17.032613786695844,DHL
303,2022-09-11 21:06:09,12,5,Greece,41.08809975831852,FedEx
304,2023-09-28 10:05:16,6,19,Bahrain,23.206928916610508,FedEx
305,2021-06-30 04:02:53,13,8,Sudan,40.19733553812944,DHL
306,2023-10-23 10:32:08,14,16,South Africa,58.455972288143286,FedEx
307,2021-12-20 14:23:45,9,15,Hong Kong,52.07806343008464,UPS
308,2021-05-14 03:28:58,9,7,Finland,73.49337574905599,FedEx
309,2022-07-09 01:23:53,10,18,Greece,66.67388921538864,DHL
310,2023-07-24 18:26:52,5,16,Bahamas,39.325055281645916,DHL
311,2022-06-21 22:49:24,14,7,Benin,41.731804393484225,FedEx
312,2022-09-18 00:34:19,8,13,Saint Kitts and Nevis,14.559232293160218,DHL
313,2022-04-14 12:15:25,6,8,French Guiana,80.65321046549103,DHL
314,2022-06-19 10:27:25,4,6,Belize,32.778504854280186,DHL
315,2021-03-08 20:23:28,4,10,Niger,12.856506438733975,FedEx
316,2021-02-09 04:59:57,14,15,Morocco,81.4837084043264,UPS
317,2023-03-06 10:21:38,12,11,Timor-Leste,40.78804333300843,Local Courier
318,2021-01-18 20:15:00,7,18,Antarctica (the territory South of 60 deg S),76.31257896062166,FedEx
319,2022-06-12 03:25:28,6,18,Martinique,36.9554693628037,DHL
320,2021-04-20 18:44:09,4,6,Namibia,21.956231324010943,UPS
321,2021-05-17 00:16:33,3,10,Pakistan,97.13018107794271,DHL
322,2023-05-12 04:26:07,8,8,Grenada,56.17170340431547,DHL
323,2023-05-17 19:58:08,8,16,Korea,47.425931043297645,FedEx
324,2022-09-05 04:17:42,3,11,Chile,46.71870109081562,DHL
325,2021-01-16 07:32:52,13,13,Cape Verde,97.01567898981149,UPS
326,2022-08-29 15:37:41,11,9,Singapore,22.076524507576785,DHL
327,2023-07-29 00:40:26,6,12,Guyana,36.994063202057546,UPS
328,2021-04-25 00:22:56,9,8,Mexico,82.93783385096118,DHL
329,2022-02-06 19:51:08,14,7,Armenia,29.555735729799316,DHL
330,2023-03-26 22:44:30,8,6,Montenegro,72.45359620891082,UPS
331,2022-03-09 16:40:09,5,6,Saint Lucia,90.26203497801241,Local Courier
332,2021-07-28 03:59:03,9,4,Serbia,34.9536518730754,UPS
333,2021-01-11 00:48:31,6,4,Peru,75.91506112406371,Local Courier
334,2023-11-17 00:56:37,8,18,Myanmar,38.16892763602948,UPS
335,2022-03-01 00:46:44,9,11,Poland,77.56305735369203,Local Courier
336,2023-03-25 03:51:48,5,4,United States Minor Outlying Islands,28.344625578486696,FedEx
337,2022-05-27 00:32:26,10,13,Tokelau,88.3056921741783,DHL
338,2021-01-06 14:05:49,3,10,Marshall Islands,42.43418761752246,DHL
339,2021-09-20 10:15:37,6,7,Papua New Guinea,71.72577559935704,FedEx
340,2021-01-02 01:42:47,5,10,Montserrat,93.66513684563724,DHL
341,2021-01-28 04:34:26,10,17,Montenegro,44.47836627451149,FedEx
342,2021-03-12 20:18:20,5,16,Iraq,37.7959299763544,UPS
343,2021-11-07 11:38:37,5,7,Montserrat,33.01347633307335,DHL
344,2021-04-27 14:14:16,12,17,Guernsey,39.32164802027192,Local Courier
345,2022-08-18 01:38:51,14,16,Bulgaria,37.76482943976138,FedEx
346,2021-11-09 11:31:07,8,13,Timor-Leste,49.65060046208447,DHL
347,2022-11-29 16:03:19,6,16,Central African Republic,64.2305166417645,DHL
348,2021-04-25 03:35:00,3,14,Bahamas,42.11909953183376,FedEx
349,2023-08-05 04:28:06,3,8,Qatar,90.91448622876098,FedEx
350,2023-01-08 14:15:42,4,19,Saint Barthelemy,88.5952555687034,DHL
351,2023-10-13 12:25:33,9,8,Hungary,99.39841319842684,DHL
352,2021-03-21 21:07:01,3,10,Costa Rica,64.74754952749088,DHL
353,2022-12-19 03:24:30,4,17,Sudan,56.03618702804785,UPS
354,2023-03-16 10:31:43,9,14,Vietnam,56.99456285309891,DHL
355,2023-02-11 09:48:40,10,12,Austria,35.86490599538847,FedEx
356,2021-08-02 15:18:09,11,14,Panama,80.45875606650434,DHL
357,2022-02-10 09:45:32,10,11,Cambodia,72.15411700809356,DHL
358,2021-04-18 09:30:34,14,8,Rwanda,84.76484653472455,DHL
359,2022-03-09 15:33:40,5,17,Mexico,91.43611849864162,Local Courier
360,2022-03-06 07:12:38,13,10,United Kingdom,24.27804324110125,DHL
361,2022-01-03 01:21:12,13,17,Algeria,13.392554651869503,FedEx
362,2022-09-14 21:20:39,3,18,Belarus,39.86676126646588,Local Courier
363,2023-05-08 04:02:01,6,17,Armenia,72.67673388005997,DHL
